Title,Price,UPC,Item #,Quantity In Case Pack,Description,image_url,url
Word Find Grab Bag 2 Asst Floor Display B3470f Ppd $3.95 Made In Usa,$0.75,0-88908-34700-7,3470F,120,Word Find Grab Bag 2 Asst Floor Display B3470f Ppd $3.95 Made In Usa,https://regentproducts.com/images/3470F.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=434&osCsid=8sh4k44ha5elq51vtnq67pl533
Face Mask Halloween 6 Assorted Styles-no Display #226-1001,$1.65,7-88914-22610-4,FCHALLND,288,Face Mask Halloween 6 Assorted Styles-no Display   #226-1001,https://regentproducts.com/images/FCHALLND.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2949&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Large Print Travelsize 3asst In 144pc Floor Disp $3.95,$0.75,0-88908-38800-0,6388F,144,Word Find Large Print Travelsize 3asst In 144pc Floor Disp $3.95,https://regentproducts.com/images/6388F.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=838&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Large Print 80 Pg 2 Assorted In Pdq,$0.75,8-14625-01366-2,3028V,24,Word Find Large Print 80 Pg 2 Assorted In Pdq,https://regentproducts.com/images/3028V.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=400&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Just For Fun 2 Asst In Floor Display,$0.75,0-88908-33151-8,3315F,120,Word Find Just For Fun 2 Asst In Floor Display,https://regentproducts.com/images/3315F.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=2720&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Christmas 3asst Lg Print Or Regular In Pdq Ppd $3.95,$0.75,0-88908-11400-5,B3114P,48,Word Find Christmas 3asst Lg Print Or Regular In Pdq Ppd $3.95,https://regentproducts.com/images/B3114P.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=1135&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Book Lrg Print 4 Asst In 120pc Floor Disp #842 Made In Usa Ppd $4.95,$0.75,0-88908-84200-7,22151F,120,Word Find Book Lrg Print 4 Asst In 120pc Floor Disp #842 Made In Usa Ppd $4.95,https://regentproducts.com/images/22151F.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=292&osCsid=8sh4k44ha5elq51vtnq67pl533
Sudoku Puzzle Book Collection 3 Asst 120pc Floor Disp $4.95pp Made In Usa,$0.75,0-88908-37600-7,6376F,120,Sudoku Puzzle Book Collection 3 Asst 120pc Floor Disp $4.95pp Made In Usa,https://regentproducts.com/images/6376F.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=835&osCsid=8sh4k44ha5elq51vtnq67pl533
Sudoku Spectacular 80pg 2 Titles Digest In 24pc Pdq,$0.75,6-46529-91243-3,528348,24,Sudoku Spectacular 80pg 2 Titles Digest In 24pc Pdq,https://regentproducts.com/images/528348.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=732&osCsid=8sh4k44ha5elq51vtnq67pl533
Sudoku Sensational 80pg 2 Titles In 24pc Pdq Display,$0.75,6-46529-91236-5,528344,24,Sudoku Sensational 80pg 2 Titles In 24pc Pdq Display,https://regentproducts.com/images/528344.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=728&osCsid=8sh4k44ha5elq51vtnq67pl533
Facial Tissue 85ct Thomas Train 2ply White Boxed #00721-24,$0.82,8-54528-00721-4,721,24,Facial Tissue 85ct Thomas Train 2ply White Boxed #00721-24,https://regentproducts.com/images/721.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=953&osCsid=8sh4k44ha5elq51vtnq67pl533
Germ Out Wet Wipes 40ct Antibacterial Fresh Scent 2-12pc Counter Display,$0.80,8-50014-87535-0,87535N,24,Germ Out Wet Wipes 40ct Antibacterial Fresh Scent 2-12pc Counter Display,https://regentproducts.com/images/87535N.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2857&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Clip 5pk Pastel Chiffon Flower Tcd Lily Jane Stocklot 1.5in Flower On Glitter Clip,$0.60,7-21003-03453-2,903453,30,Hair Clip 5pk Pastel Chiffon Flower Tcd Lily Jane Stocklot 1.5in Flower On Glitter Clip,https://regentproducts.com/images/903453.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1050&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Clip 4pk Mini Butterfly Grosgrain Bow On Blc Vanity Stk,$0.70,7-21003-03468-6,903468,24,Hair Clip 4pk Mini Butterfly Grosgrain Bow On Blc Vanity Stk,https://regentproducts.com/images/903468.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1055&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Clip 4pk Chiffon Bright Floral Poofs Lily Jane Stocklot 1.5 Inch Poofs,$0.65,7-21003-03452-5,903452,30,Hair Clip 4pk Chiffon Bright Floral Poofs Lily Jane Stocklot 1.5 Inch Poofs,https://regentproducts.com/images/903452.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1049&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Clip 2pk Curly Bow Asst Grosgrain Solid/polka Dot 5x3in Tcd Just Be You Art,$0.55,7-21003-03463-1,903463,30,Hair Clip 2pk Curly Bow Asst Grosgrain Solid/polka Dot 5x3in Tcd Just Be You Art,https://regentproducts.com/images/903463.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1053&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Brush Mini Paddle Shape 3asst Prints 6.5x2in Hba/hangtag,$0.70,7-21003-14753-9,G14753,72,Hair Brush Mini Paddle Shape 3asst Prints 6.5x2in Hba/hangtag,https://regentproducts.com/images/G14753.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1405&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Brush Metallic 4ast Styles Approx 9in/hba Ht,$0.75,7-21003-66748-8,G14667-48,48,Hair Brush Metallic 4ast Styles Approx 9in/hba Ht,https://regentproducts.com/images/G14667-48.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1375&osCsid=8sh4k44ha5elq51vtnq67pl533
Germ Out Wet Wipes 40ct Antibacterial Fresh Scent Peggable,$0.80,8-50014-87535-0,87535,24,Germ Out Wet Wipes 40ct Antibacterial Fresh Scent Peggable,https://regentproducts.com/images/87535.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1026&osCsid=8sh4k44ha5elq51vtnq67pl533
Gloves Disposable 100ct Large Transparent Plastic Pbh,$0.75,7-21003-14064-6,G14064N,100,Gloves Disposable 100ct Large Transparent Plastic Pbh,https://regentproducts.com/images/G14064N.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1361&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Brush Egg Shape Detangler 2ast Colors/hba Blister,$0.87,7-21003-14754-6,G14754,36,Hair Brush Egg Shape Detangler 2ast Colors/hba Blister,https://regentproducts.com/images/G14754.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1406&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Find Lg Print 80 Pg 2 Assorted In Pdq,$0.75,8-14625-01365-5,3027,24,Word Find Lg Print 80 Pg 2 Assorted In Pdq,https://regentproducts.com/images/3027.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=399&osCsid=8sh4k44ha5elq51vtnq67pl533
Workbooks Nickelodeon 4 Assorted 24pc Pdq Display See N2,$0.75,6-89860-52669-3,20650,24,Workbooks Nickelodeon 4 Assorted 24pc Pdq Display See N2,https://regentproducts.com/images/20650.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=253&osCsid=8sh4k44ha5elq51vtnq67pl533
Wordsearch Book 256 Pg 2 Asst Foil Flex Cover,$1.75,8-14625-07025-2,7025,24,Wordsearch Book 256 Pg 2 Asst Foil Flex Cover,https://regentproducts.com/images/7025.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=936&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Search 80pg World Of Words 2 Titles Digest In 24pc Pdq,$0.75,6-46529-91241-9,528349,24,Word Search 80pg World Of Words 2 Titles Digest In 24pc Pdq,https://regentproducts.com/images/528349.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=733&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Search 80pg Find The Words 2 Titles In 24pc Pdq Display,$0.75,6-49529-91237-3,528345,24,Word Search 80pg Find The Words 2 Titles In 24pc Pdq Display,https://regentproducts.com/images/528345.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=729&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Search 80pg Easy To See 2 Titles Digest In 24pc Pdq,$0.75,6-46529-91239-6,528347,24,Word Search 80pg Easy To See 2 Titles Digest In 24pc Pdq,https://regentproducts.com/images/528347.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=731&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Search 80pg Big Print 2 Titles In 24pc Pdq Display,$0.75,6-46529-91234-1,528342,24,Word Search 80pg Big Print 2 Titles In 24pc Pdq Display,https://regentproducts.com/images/528342.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=726&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Finds Spanish 2 Asst In Pdq,$0.75,8-14625-01321-1,3005,24,Word Finds Spanish 2 Asst In Pdq,https://regentproducts.com/images/3005.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=390&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Finds Holy Bible 2asst In Pdq Ppd $3.95,$0.75,0-88908-19100-6,19100P,48,Word Finds Holy Bible 2asst In Pdq Ppd $3.95,https://regentproducts.com/images/19100P.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=203&osCsid=8sh4k44ha5elq51vtnq67pl533
Word Finds Hidden Message 2 Asst Pdq,$0.75,0-88908-31400-9,1314P,24,Word Finds Hidden Message 2 Asst Pdq,https://regentproducts.com/images/1314P.jpg,https://regentproducts.com/product_info.php?cPath=4&products_id=117&osCsid=8sh4k44ha5elq51vtnq67pl533
Kids Face Mask Assort Patterns/ Colors Washable & Reusable,$0.75,8-98806-71333-6,71333C,1152,Kids Face Mask Assort Patterns/ Colors Washable & Reusable,https://regentproducts.com/images/71333C.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2918&osCsid=8sh4k44ha5elq51vtnq67pl533
Hot Pack 5x6 Single Use First Aid Needs No Microwv Pegb\'l Box,$0.75,8-91191-00013-5,800135-24,24,Hot Pack 5x6 Single Use First Aid Needs No Microwv Pegb'l Box,https://regentproducts.com/images/800135-24.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=982&osCsid=8sh4k44ha5elq51vtnq67pl533
Hydrogen Peroxide 16oz,$0.87,7-00326-00000-4,390061,24,Hydrogen Peroxide 16oz,https://regentproducts.com/images/390061.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=476&osCsid=8sh4k44ha5elq51vtnq67pl533
Hot Cold 9x5in Therapy Pack 2ast Reusable/flexible Quality Grade Red/blue Pvc Peggable Bag,$2.25,7-21003-14725-6,G14725,24,Hot Cold 9x5in Therapy Pack 2ast Reusable/flexible Quality Grade Red/blue Pvc Peggable Bag,https://regentproducts.com/images/G14725.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1393&osCsid=8sh4k44ha5elq51vtnq67pl533
Headband 3pk Fabric Wrap Bands W/bow Or Floral Trim Ht White/blue/coral Lily Jane Stklt,$0.70,7-21003-03460-0,903460,24,Headband 3pk Fabric Wrap Bands W/bow Or Floral Trim Ht White/blue/coral Lily Jane Stklt,https://regentproducts.com/images/903460.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1051&osCsid=8sh4k44ha5elq51vtnq67pl533
Head Massager Metal W/color Handle Pvctube In 12pc Pdq Hba Insert Card,$0.90,7-21003-14490-3,G14490P,48,Head Massager Metal W/color Handle Pvctube In 12pc Pdq Hba Insert Card,https://regentproducts.com/images/G14490P.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1370&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer W/clip 1.8oz 2 - 24pc Pdq Xtra Care See N2,$0.80,8-49607-05441-8,5441T,48,Hand Sanitizer W/clip 1.8oz 2 - 24pc Pdq Xtra Care See N2,https://regentproducts.com/images/5441T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=750&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 8oz Cap Original Xtra Care See N2,$0.90,8-49607-05424-1,5424C,24,Hand Sanitizer 8oz Cap Original Xtra Care See N2,https://regentproducts.com/images/5424C.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=747&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 2 - 2oz Original Carded Xtra Care See N2,$0.90,8-49607-05401-2,54012T,24,Hand Sanitizer 2 - 2oz Original Carded Xtra Care See N2,https://regentproducts.com/images/54012T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=745&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 3.38oz Tube In 24pc Pdq Wish,$0.70,1-91554-60209-0,60209,24,Hand Sanitizer 3.38oz Tube In 24pc Pdq Wish,https://regentproducts.com/images/60209.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=804&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 2oz Spray Unscented 6-16pc Pdq,$0.80,8-10148-03661-4,SHS2200,96,Hand Sanitizer 2oz Spray Unscented 6-16pc Pdq,https://regentproducts.com/images/SHS2200.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2659&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 2 - 2oz Aloe Vera Carded Xtra Care See N2,$0.90,8-49607-05400-5,54005T,24,Hand Sanitizer 2 - 2oz Aloe Vera Carded Xtra Care See N2,https://regentproducts.com/images/54005T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=744&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 16.9 Oz W/pump Original Moisturizing See N2,$2.00,8-60004-09370-1,YZ669,12,Hand Sanitizer 16.9 Oz W/pump Original Moisturizing See N2,https://regentproducts.com/images/YZ669.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2673&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Sanitizer 11.8oz Cap Germ Eliminator See N2,$0.90,0-77443-20312-1,20312,12,Hand Sanitizer 11.8oz Cap Germ Eliminator See N2,https://regentproducts.com/images/20312.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=226&osCsid=8sh4k44ha5elq51vtnq67pl533
Hand Mirror 11in W/2in Compact 4ast Color Clamshell W/label,$0.80,7-21003-14680-8,G14680T,24,Hand Mirror 11in W/2in Compact 4ast Color Clamshell W/label,https://regentproducts.com/images/G14680T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1377&osCsid=8sh4k44ha5elq51vtnq67pl533
Hairspray 8oz Non-aerosol Extra Hold Salon Selectives,$0.90,8-70223-02905-4,11-9054,6,Hairspray 8oz Non-aerosol Extra Hold Salon Selectives,https://regentproducts.com/images/11-9054.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=66&osCsid=8sh4k44ha5elq51vtnq67pl533
Hairspray 8oz Extra Hold Aerosol Salon Selectives,$0.90,8-70223-02901-6,11-9016,12,Hairspray 8oz Extra Hold Aerosol Salon Selectives,https://regentproducts.com/images/11-9016.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=3349&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Spiking Glue Mega Hold Personal Care,$0.90,0-48155-95008-5,95008,12,Hair Spiking Glue Mega Hold Personal Care,https://regentproducts.com/images/95008.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1095&osCsid=8sh4k44ha5elq51vtnq67pl533
Hairspray 5.5oz Ultra Hold Aerosol Personal Care,$0.90,0-48155-90735-5,90735,12,Hairspray 5.5oz Ultra Hold Aerosol Personal Care,https://regentproducts.com/images/90735.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1058&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Snapclip 12pk W/crystal Daisy Gem 6 Colors/card Lily Jane Stocklot,$0.65,7-21003-03450-1,903450,30,Hair Snapclip 12pk W/crystal Daisy Gem 6 Colors/card Lily Jane Stocklot,https://regentproducts.com/images/903450.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1048&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Comb 6.5in L 2ast Pattern Printed Hba/tcd Blue/pink,$0.65,7-21003-14755-3,G14755,36,Hair Comb 6.5in L 2ast Pattern Printed Hba/tcd Blue/pink,https://regentproducts.com/images/G14755.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1407&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Comb 5in/8in Metallic 2ast Styles Hba/blister,$0.65,7-21003-14756-0,G14756,36,Hair Comb 5in/8in Metallic 2ast Styles Hba/blister,https://regentproducts.com/images/G14756.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1408&osCsid=8sh4k44ha5elq51vtnq67pl533
Hair Clip/pony-o 4pc Set W/irrid Bows 250ppc Stocklot,$0.60,7-21003-03465-5,903465,24,Hair Clip/pony-o 4pc Set W/irrid Bows 250ppc Stocklot,https://regentproducts.com/images/903465.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1054&osCsid=8sh4k44ha5elq51vtnq67pl533
Maxi Pads Regular W/wings 12ct Coralite,$0.90,7-80707-80260-1,80260,24,Maxi Pads Regular W/wings 12ct Coralite,https://regentproducts.com/images/80260.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=994&osCsid=8sh4k44ha5elq51vtnq67pl533
Maxi Pad W/wings 12ct Super Absorb Unscented Julie Brand,$0.82,7-10865-60063-4,60063C,36,Maxi Pad W/wings 12ct Super Absorb Unscented Julie Brand,https://regentproducts.com/images/60063C.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=799&osCsid=8sh4k44ha5elq51vtnq67pl533
Maxi Pads Regular 14ct Coralite,$0.90,7-80707-80261-8,80261,24,Maxi Pads Regular 14ct Coralite,https://regentproducts.com/images/80261.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=995&osCsid=8sh4k44ha5elq51vtnq67pl533
Maxi Long Super Pads W/wings 10ct Coralite,$0.90,7-80707-80272-4,80272,24,Maxi Long Super Pads W/wings 10ct Coralite,https://regentproducts.com/images/80272.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=999&osCsid=8sh4k44ha5elq51vtnq67pl533
Mascara Wands 8pk 4style Heads/ Pink/blk Per Pk Ptd Pb/24pc Innr Polybags W/label,$0.55,7-21003-14749-2,G14749,48,Mascara Wands 8pk 4style Heads/ Pink/blk Per Pk Ptd Pb/24pc Innr Polybags W/label,https://regentproducts.com/images/G14749.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1404&osCsid=8sh4k44ha5elq51vtnq67pl533
Makeup Brush Cleaner Silicone 6in 4ast Nvlty Shapes W/suction Cups/just Be You Tcd,$0.88,7-21003-14778-2,G14778T,24,Makeup Brush Cleaner Silicone 6in 4ast Nvlty Shapes W/suction Cups/just Be You Tcd,https://regentproducts.com/images/G14778T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=2701&osCsid=8sh4k44ha5elq51vtnq67pl533
Manicure Set/4 W/chic Pouch ** **2ast W/clipper/scissor/cuticle /tweezer New Hba Art Pb W/head,$0.77,7-21003-14634-1,G14634,48,Manicure Set/4 W/chic Pouch ** **2ast W/clipper/scissor/cuticle /tweezer New Hba Art Pb W/head,https://regentproducts.com/images/G14634.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1373&osCsid=8sh4k44ha5elq51vtnq67pl533
Makeup Brush Cleaner Hand-held Silicone 3ast Color Pvc Box/ins Blue/pink/purple,$0.70,7-21003-14748-5,G14748,72,Makeup Brush Cleaner Hand-held Silicone 3ast Color Pvc Box/ins Blue/pink/purple,https://regentproducts.com/images/G14748.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1403&osCsid=8sh4k44ha5elq51vtnq67pl533
Manicure 4pc Set Tweezers/ Scissor/toe&nail Clipper Hba Blister Card,$0.75,7-21003-14414-9,G14414T,72,Manicure 4pc Set Tweezers/ Scissor/toe&nail Clipper Hba Blister Card,https://regentproducts.com/images/G14414T.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1366&osCsid=8sh4k44ha5elq51vtnq67pl533
Makeup Box W/mirror Transparent Colors Blue/green/pink Hba Ht Removable Tray,$1.35,7-21003-14734-8,G14734,24,Makeup Box W/mirror Transparent Colors Blue/green/pink Hba Ht Removable Tray,https://regentproducts.com/images/G14734.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=1395&osCsid=8sh4k44ha5elq51vtnq67pl533
Lucky Triple Antibiotic Ointment 0.5oz Boxed,$0.82,8-08829-10372-4,10372,24,Lucky Triple Antibiotic Ointment 0.5oz Boxed,https://regentproducts.com/images/10372.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=44&osCsid=8sh4k44ha5elq51vtnq67pl533
Lucky Hydrocortisone Anti-itch Cream 0.5oz Boxed,$0.82,0-08829-10368-1,10368,24,Lucky Hydrocortisone Anti-itch Cream 0.5oz Boxed,https://regentproducts.com/images/10368.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=41&osCsid=8sh4k44ha5elq51vtnq67pl533
Lucky Itch Stopping Cream 1.25oz Boxed,$0.82,8-08829-10371-7,10371,24,Lucky Itch Stopping Cream 1.25oz Boxed,https://regentproducts.com/images/10371.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=43&osCsid=8sh4k44ha5elq51vtnq67pl533
Lucky Diaper Rash/skin Protect Ointment 1.25oz Boxed,$0.82,8-08829-10370-0,10370,24,Lucky Diaper Rash/skin Protect Ointment 1.25oz Boxed,https://regentproducts.com/images/10370.jpg,https://regentproducts.com/product_info.php?cPath=5&products_id=42&osCsid=8sh4k44ha5elq51vtnq67pl533
